"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CPI","TOT","AGRWTH","M","2009-05",2.734393,
"KOR","CPI","TOT","AGRWTH","M","2009-06",1.993049,
"KOR","CPI","TOT","AGRWTH","M","2009-07",1.618728,
"KOR","CPI","TOT","AGRWTH","M","2009-08",2.162578,
"KOR","CPI","TOT","AGRWTH","M","2009-09",2.160618,
"KOR","CPI","TOT","AGRWTH","M","2009-10",1.982267,
"KOR","CPI","TOT","AGRWTH","M","2009-11",2.439053,
"KOR","CPI","TOT","AGRWTH","M","2009-12",2.800649,
"KOR","CPI","TOT","AGRWTH","M","2010-01",3.51834,
"KOR","CPI","TOT","AGRWTH","M","2010-02",2.984819,
"KOR","CPI","TOT","AGRWTH","M","2010-03",2.458886,
"KOR","CPI","TOT","AGRWTH","M","2010-04",2.598269,
"KOR","CPI","TOT","AGRWTH","M","2010-05",2.701205,
"KOR","CPI","TOT","AGRWTH","M","2010-06",2.688872,
"KOR","CPI","TOT","AGRWTH","M","2010-07",2.530432,
"KOR","CPI","TOT","AGRWTH","M","2010-08",2.681131,
"KOR","CPI","TOT","AGRWTH","M","2010-09",3.407687,
"KOR","CPI","TOT","AGRWTH","M","2010-10",3.682515,
"KOR","CPI","TOT","AGRWTH","M","2010-11",2.988028,
"KOR","CPI","TOT","AGRWTH","M","2010-12",3.033528,
"KOR","CPI","TOT","AGRWTH","M","2011-01",3.440994,
"KOR","CPI","TOT","AGRWTH","M","2011-02",3.938728,
"KOR","CPI","TOT","AGRWTH","M","2011-03",4.133366,
"KOR","CPI","TOT","AGRWTH","M","2011-04",3.815792,
"KOR","CPI","TOT","AGRWTH","M","2011-05",3.912196,
"KOR","CPI","TOT","AGRWTH","M","2011-06",4.217106,
"KOR","CPI","TOT","AGRWTH","M","2011-07",4.509045,
"KOR","CPI","TOT","AGRWTH","M","2011-08",4.68579,
"KOR","CPI","TOT","AGRWTH","M","2011-09",3.759178,
"KOR","CPI","TOT","AGRWTH","M","2011-10",3.561498,
"KOR","CPI","TOT","AGRWTH","M","2011-11",4.175172,
"KOR","CPI","TOT","AGRWTH","M","2011-12",4.158648,
"KOR","CPI","TOT","AGRWTH","M","2012-01",3.345869,
"KOR","CPI","TOT","AGRWTH","M","2012-02",3.032858,
"KOR","CPI","TOT","AGRWTH","M","2012-03",2.661791,
"KOR","CPI","TOT","AGRWTH","M","2012-04",2.55302,
"KOR","CPI","TOT","AGRWTH","M","2012-05",2.538555,
"KOR","CPI","TOT","AGRWTH","M","2012-06",2.196198,
"KOR","CPI","TOT","AGRWTH","M","2012-07",1.477122,
"KOR","CPI","TOT","AGRWTH","M","2012-08",1.266472,
"KOR","CPI","TOT","AGRWTH","M","2012-09",2.087324,
"KOR","CPI","TOT","AGRWTH","M","2012-10",2.091309,
"KOR","CPI","TOT","AGRWTH","M","2012-11",1.631426,
"KOR","CPI","TOT","AGRWTH","M","2012-12",1.425858,
"KOR","CPI","TOT","AGRWTH","M","2013-01",1.629169,
"KOR","CPI","TOT","AGRWTH","M","2013-02",1.583652,
"KOR","CPI","TOT","AGRWTH","M","2013-03",1.461025,
"KOR","CPI","TOT","AGRWTH","M","2013-04",1.329647,
"KOR","CPI","TOT","AGRWTH","M","2013-05",1.148439,
"KOR","CPI","TOT","AGRWTH","M","2013-06",1.168701,
"KOR","CPI","TOT","AGRWTH","M","2013-07",1.615397,
"KOR","CPI","TOT","AGRWTH","M","2013-08",1.504683,
"KOR","CPI","TOT","AGRWTH","M","2013-09",0.9802816,
"KOR","CPI","TOT","AGRWTH","M","2013-10",0.8608911,
"KOR","CPI","TOT","AGRWTH","M","2013-11",1.201093,
"KOR","CPI","TOT","AGRWTH","M","2013-12",1.143381,
"KOR","CPI","TOT","AGRWTH","M","2014-01",1.080296,
"KOR","CPI","TOT","AGRWTH","M","2014-02",1.01246,
"KOR","CPI","TOT","AGRWTH","M","2014-03",1.292008,
"KOR","CPI","TOT","AGRWTH","M","2014-04",1.498196,
"KOR","CPI","TOT","AGRWTH","M","2014-05",1.665798,
"KOR","CPI","TOT","AGRWTH","M","2014-06",1.658617,
"KOR","CPI","TOT","AGRWTH","M","2014-07",1.589716,
"KOR","CPI","TOT","AGRWTH","M","2014-08",1.408107,
"KOR","CPI","TOT","AGRWTH","M","2014-09",1.146437,
"KOR","CPI","TOT","AGRWTH","M","2014-10",1.14994,
"KOR","CPI","TOT","AGRWTH","M","2014-11",0.9657702,
"KOR","CPI","TOT","AGRWTH","M","2014-12",0.8333418,
"KOR","CPI","TOT","AGRWTH","M","2015-01",0.9746273,
"KOR","CPI","TOT","AGRWTH","M","2015-02",0.644992,
"LUX","CPI","TOT","AGRWTH","M","1993-01",3.522803,
"LUX","CPI","TOT","AGRWTH","M","1993-02",3.827478,
"LUX","CPI","TOT","AGRWTH","M","1993-03",3.698085,
"LUX","CPI","TOT","AGRWTH","M","1993-04",3.768226,
"LUX","CPI","TOT","AGRWTH","M","1993-05",3.47654,
"LUX","CPI","TOT","AGRWTH","M","1993-06",3.338035,
"LUX","CPI","TOT","AGRWTH","M","1993-07",3.461539,
"LUX","CPI","TOT","AGRWTH","M","1993-08",3.673852,
"LUX","CPI","TOT","AGRWTH","M","1993-09",3.669381,
"LUX","CPI","TOT","AGRWTH","M","1993-10",3.493897,
"LUX","CPI","TOT","AGRWTH","M","1993-11",3.520015,
"LUX","CPI","TOT","AGRWTH","M","1993-12",3.612556,
"LUX","CPI","TOT","AGRWTH","M","1994-01",2.639566,
"LUX","CPI","TOT","AGRWTH","M","1994-02",2.60431,
"LUX","CPI","TOT","AGRWTH","M","1994-03",2.276884,
"LUX","CPI","TOT","AGRWTH","M","1994-04",2.144161,
"LUX","CPI","TOT","AGRWTH","M","1994-05",2.130565,
"LUX","CPI","TOT","AGRWTH","M","1994-06",2.120109,
"LUX","CPI","TOT","AGRWTH","M","1994-07",2.185148,
"LUX","CPI","TOT","AGRWTH","M","1994-08",1.988791,
"LUX","CPI","TOT","AGRWTH","M","1994-09",2.194131,
"LUX","CPI","TOT","AGRWTH","M","1994-10",2.061577,
"LUX","CPI","TOT","AGRWTH","M","1994-11",2.000718,
"LUX","CPI","TOT","AGRWTH","M","1994-12",2.007708,
"LUX","CPI","TOT","AGRWTH","M","1995-01",2.33871,
"LUX","CPI","TOT","AGRWTH","M","1995-02",2.229065,
"LUX","CPI","TOT","AGRWTH","M","1995-03",2.296755,
"LUX","CPI","TOT","AGRWTH","M","1995-04",2.215746,
"LUX","CPI","TOT","AGRWTH","M","1995-05",2.160133,
"LUX","CPI","TOT","AGRWTH","M","1995-06",2.17791,
"LUX","CPI","TOT","AGRWTH","M","1995-07",1.792986,
"LUX","CPI","TOT","AGRWTH","M","1995-08",1.653851,
"LUX","CPI","TOT","AGRWTH","M","1995-09",1.515105,
"LUX","CPI","TOT","AGRWTH","M","1995-10",1.478066,
"LUX","CPI","TOT","AGRWTH","M","1995-11",1.325156,
"LUX","CPI","TOT","AGRWTH","M","1995-12",1.259113,
"LUX","CPI","TOT","AGRWTH","M","1996-01",1.01626,
"LUX","CPI","TOT","AGRWTH","M","1996-02",0.9741248,
"LUX","CPI","TOT","AGRWTH","M","1996-03",1.044837,
"LUX","CPI","TOT","AGRWTH","M","1996-04",1.257734,
"LUX","CPI","TOT","AGRWTH","M","1996-05",1.205307,
"LUX","CPI","TOT","AGRWTH","M","1996-06",1.143725,
"LUX","CPI","TOT","AGRWTH","M","1996-07",1.183731,
"LUX","CPI","TOT","AGRWTH","M","1996-08",1.305536,
"LUX","CPI","TOT","AGRWTH","M","1996-09",1.151631,
"LUX","CPI","TOT","AGRWTH","M","1996-10",1.210654,
"LUX","CPI","TOT","AGRWTH","M","1996-11",1.380353,
"LUX","CPI","TOT","AGRWTH","M","1996-12",1.329439,
"LUX","CPI","TOT","AGRWTH","M","1997-01",1.348089,
"LUX","CPI","TOT","AGRWTH","M","1997-02",1.537534,
"LUX","CPI","TOT","AGRWTH","M","1997-03",1.244855,
"LUX","CPI","TOT","AGRWTH","M","1997-04",1.041771,
"LUX","CPI","TOT","AGRWTH","M","1997-05",1.070857,
"LUX","CPI","TOT","AGRWTH","M","1997-06",1.140799,
"LUX","CPI","TOT","AGRWTH","M","1997-07",1.29987,
"LUX","CPI","TOT","AGRWTH","M","1997-08",1.378621,
"LUX","CPI","TOT","AGRWTH","M","1997-09",1.647858,
"LUX","CPI","TOT","AGRWTH","M","1997-10",1.714514,
"LUX","CPI","TOT","AGRWTH","M","1997-11",1.510634,
"LUX","CPI","TOT","AGRWTH","M","1997-12",1.471027,
"LUX","CPI","TOT","AGRWTH","M","1998-01",1.419496,
"LUX","CPI","TOT","AGRWTH","M","1998-02",1.078781,
"LUX","CPI","TOT","AGRWTH","M","1998-03",1.31879,
"LUX","CPI","TOT","AGRWTH","M","1998-04",1.080599,
"LUX","CPI","TOT","AGRWTH","M","1998-05",1.297158,
"LUX","CPI","TOT","AGRWTH","M","1998-06",1.167508,
"LUX","CPI","TOT","AGRWTH","M","1998-07",1.13513,
"LUX","CPI","TOT","AGRWTH","M","1998-08",1.044541,
"LUX","CPI","TOT","AGRWTH","M","1998-09",0.6582826,
"LUX","CPI","TOT","AGRWTH","M","1998-10",0.4802038,
"LUX","CPI","TOT","AGRWTH","M","1998-11",0.4405718,
"LUX","CPI","TOT","AGRWTH","M","1998-12",0.4016064,
"LUX","CPI","TOT","AGRWTH","M","1999-01",-1.35069,
"LUX","CPI","TOT","AGRWTH","M","1999-02",0.509155,
"LUX","CPI","TOT","AGRWTH","M","1999-03",0.5774124,
"LUX","CPI","TOT","AGRWTH","M","1999-04",1.27501,
"LUX","CPI","TOT","AGRWTH","M","1999-05",1.221896,
"LUX","CPI","TOT","AGRWTH","M","1999-06",1.222494,
"LUX","CPI","TOT","AGRWTH","M","1999-07",-0.2439977,
"LUX","CPI","TOT","AGRWTH","M","1999-08",1.306807,
"LUX","CPI","TOT","AGRWTH","M","1999-09",1.649585,
"LUX","CPI","TOT","AGRWTH","M","1999-10",1.862869,
"LUX","CPI","TOT","AGRWTH","M","1999-11",1.891023,
"LUX","CPI","TOT","AGRWTH","M","1999-12",2.370732,
"LUX","CPI","TOT","AGRWTH","M","2000-01",3.214605,
"LUX","CPI","TOT","AGRWTH","M","2000-02",2.669265,
"LUX","CPI","TOT","AGRWTH","M","2000-03",2.812105,
"LUX","CPI","TOT","AGRWTH","M","2000-04",2.711602,
"LUX","CPI","TOT","AGRWTH","M","2000-05",2.549493,
"LUX","CPI","TOT","AGRWTH","M","2000-06",3.265701,
"LUX","CPI","TOT","AGRWTH","M","2000-07",3.44389,
"LUX","CPI","TOT","AGRWTH","M","2000-08",3.138237,
"LUX","CPI","TOT","AGRWTH","M","2000-09",3.418475,
"LUX","CPI","TOT","AGRWTH","M","2000-10",3.446955,
"LUX","CPI","TOT","AGRWTH","M","2000-11",3.654453,
"LUX","CPI","TOT","AGRWTH","M","2000-12",3.468979,
"LUX","CPI","TOT","AGRWTH","M","2001-01",2.903009,
"LUX","CPI","TOT","AGRWTH","M","2001-02",2.865547,
"LUX","CPI","TOT","AGRWTH","M","2001-03",2.886617,
"LUX","CPI","TOT","AGRWTH","M","2001-04",2.819159,
"LUX","CPI","TOT","AGRWTH","M","2001-05",3.267728,
"LUX","CPI","TOT","AGRWTH","M","2001-06",2.909805,
"LUX","CPI","TOT","AGRWTH","M","2001-07",3.007661,
"LUX","CPI","TOT","AGRWTH","M","2001-08",2.828075,
"LUX","CPI","TOT","AGRWTH","M","2001-09",2.414113,
"LUX","CPI","TOT","AGRWTH","M","2001-10",2.267679,
"LUX","CPI","TOT","AGRWTH","M","2001-11",2.12275,
"LUX","CPI","TOT","AGRWTH","M","2001-12",1.722391,
"LUX","CPI","TOT","AGRWTH","M","2002-01",2.316674,
"LUX","CPI","TOT","AGRWTH","M","2002-02",2.269163,
"LUX","CPI","TOT","AGRWTH","M","2002-03",2.069727,
"LUX","CPI","TOT","AGRWTH","M","2002-04",2.145805,
"LUX","CPI","TOT","AGRWTH","M","2002-05",1.878534,
"LUX","CPI","TOT","AGRWTH","M","2002-06",1.72743,
"LUX","CPI","TOT","AGRWTH","M","2002-07",2.010835,
"LUX","CPI","TOT","AGRWTH","M","2002-08",1.842607,
"LUX","CPI","TOT","AGRWTH","M","2002-09",2.021759,
"LUX","CPI","TOT","AGRWTH","M","2002-10",2.217395,
"LUX","CPI","TOT","AGRWTH","M","2002-11",2.159964,
"LUX","CPI","TOT","AGRWTH","M","2002-12",2.236509,
"LUX","CPI","TOT","AGRWTH","M","2003-01",2.30987,
"LUX","CPI","TOT","AGRWTH","M","2003-02",2.453324,
"LUX","CPI","TOT","AGRWTH","M","2003-03",2.658616,
"LUX","CPI","TOT","AGRWTH","M","2003-04",2.199479,
"LUX","CPI","TOT","AGRWTH","M","2003-05",1.933405,
"LUX","CPI","TOT","AGRWTH","M","2003-06",1.778533,
"LUX","CPI","TOT","AGRWTH","M","2003-07",1.620162,
"LUX","CPI","TOT","AGRWTH","M","2003-08",1.960784,
"LUX","CPI","TOT","AGRWTH","M","2003-09",2.114992,
"LUX","CPI","TOT","AGRWTH","M","2003-10",1.682309,
"LUX","CPI","TOT","AGRWTH","M","2003-11",1.840057,
"LUX","CPI","TOT","AGRWTH","M","2003-12",2.063591,
"LUX","CPI","TOT","AGRWTH","M","2004-01",2.106015,
"LUX","CPI","TOT","AGRWTH","M","2004-02",2.03363,
"LUX","CPI","TOT","AGRWTH","M","2004-03",1.790888,
"LUX","CPI","TOT","AGRWTH","M","2004-04",2.134575,
"LUX","CPI","TOT","AGRWTH","M","2004-05",2.31823,
"LUX","CPI","TOT","AGRWTH","M","2004-06",2.581665,
"LUX","CPI","TOT","AGRWTH","M","2004-07",2.426926,
"LUX","CPI","TOT","AGRWTH","M","2004-08",2.272727,
"LUX","CPI","TOT","AGRWTH","M","2004-09",1.992864,
"LUX","CPI","TOT","AGRWTH","M","2004-10",2.45559,
"LUX","CPI","TOT","AGRWTH","M","2004-11",2.440931,
"LUX","CPI","TOT","AGRWTH","M","2004-12",2.15203,
"LUX","CPI","TOT","AGRWTH","M","2005-01",1.966439,
"LUX","CPI","TOT","AGRWTH","M","2005-02",2.245876,
"LUX","CPI","TOT","AGRWTH","M","2005-03",2.389979,
"LUX","CPI","TOT","AGRWTH","M","2005-04",2.47102,
"LUX","CPI","TOT","AGRWTH","M","2005-05",2.388496,
"LUX","CPI","TOT","AGRWTH","M","2005-06",2.175369,
"LUX","CPI","TOT","AGRWTH","M","2005-07",2.56382,
"LUX","CPI","TOT","AGRWTH","M","2005-08",2.726894,
"LUX","CPI","TOT","AGRWTH","M","2005-09",2.886728,
"LUX","CPI","TOT","AGRWTH","M","2005-10",3.053226,
"LUX","CPI","TOT","AGRWTH","M","2005-11",2.484225,
"LUX","CPI","TOT","AGRWTH","M","2005-12",2.481681,
"LUX","CPI","TOT","AGRWTH","M","2006-01",2.880299,
"LUX","CPI","TOT","AGRWTH","M","2006-02",2.970783,
"LUX","CPI","TOT","AGRWTH","M","2006-03",2.977576,
"LUX","CPI","TOT","AGRWTH","M","2006-04",2.930403,
"LUX","CPI","TOT","AGRWTH","M","2006-05",3.145958,
"LUX","CPI","TOT","AGRWTH","M","2006-06",3.168799,
"LUX","CPI","TOT","AGRWTH","M","2006-07",2.931436,
"LUX","CPI","TOT","AGRWTH","M","2006-08",2.808037,
"LUX","CPI","TOT","AGRWTH","M","2006-09",2.36458,
"LUX","CPI","TOT","AGRWTH","M","2006-10",1.547691,
"LUX","CPI","TOT","AGRWTH","M","2006-11",1.986038,
"LUX","CPI","TOT","AGRWTH","M","2006-12",2.327264,
"LUX","CPI","TOT","AGRWTH","M","2007-01",2.266392,
"LUX","CPI","TOT","AGRWTH","M","2007-02",2.002861,
"LUX","CPI","TOT","AGRWTH","M","2007-03",2.141837,
"LUX","CPI","TOT","AGRWTH","M","2007-04",2.087782,
"LUX","CPI","TOT","AGRWTH","M","2007-05",1.91512,
"LUX","CPI","TOT","AGRWTH","M","2007-06",2.031896,
"LUX","CPI","TOT","AGRWTH","M","2007-07",1.858913,
"LUX","CPI","TOT","AGRWTH","M","2007-08",1.87191,
"LUX","CPI","TOT","AGRWTH","M","2007-09",2.086034,
"LUX","CPI","TOT","AGRWTH","M","2007-10",2.918242,
"LUX","CPI","TOT","AGRWTH","M","2007-11",3.198395,
"LUX","CPI","TOT","AGRWTH","M","2007-12",3.358473,
"LUX","CPI","TOT","AGRWTH","M","2008-01",3.342024,
"LUX","CPI","TOT","AGRWTH","M","2008-02",3.062179,
"LUX","CPI","TOT","AGRWTH","M","2008-03",3.494874,
"LUX","CPI","TOT","AGRWTH","M","2008-04",3.48594,
"LUX","CPI","TOT","AGRWTH","M","2008-05",3.978657,
"LUX","CPI","TOT","AGRWTH","M","2008-06",4.295473,
"LUX","CPI","TOT","AGRWTH","M","2008-07",4.866635,
"LUX","CPI","TOT","AGRWTH","M","2008-08",3.998613,
"LUX","CPI","TOT","AGRWTH","M","2008-09",4.006003,
"LUX","CPI","TOT","AGRWTH","M","2008-10",3.260246,
"LUX","CPI","TOT","AGRWTH","M","2008-11",2.001372,
"LUX","CPI","TOT","AGRWTH","M","2008-12",1.094516,
"LUX","CPI","TOT","AGRWTH","M","2009-01",0.5389909,
"LUX","CPI","TOT","AGRWTH","M","2009-02",1.190746,
"LUX","CPI","TOT","AGRWTH","M","2009-03",0.2588924,
"LUX","CPI","TOT","AGRWTH","M","2009-04",0.2694812,
"LUX","CPI","TOT","AGRWTH","M","2009-05",-0.2900491,
"LUX","CPI","TOT","AGRWTH","M","2009-06",-0.2775311,
"LUX","CPI","TOT","AGRWTH","M","2009-07",-0.6804998,
"LUX","CPI","TOT","AGRWTH","M","2009-08",0.2333593,
"LUX","CPI","TOT","AGRWTH","M","2009-09",0.01110001,
"LUX","CPI","TOT","AGRWTH","M","2009-10",0.07782101,
"LUX","CPI","TOT","AGRWTH","M","2009-11",1.33423,
"LUX","CPI","TOT","AGRWTH","M","2009-12",1.793166,
"LUX","CPI","TOT","AGRWTH","M","2010-01",2.110186,
"LUX","CPI","TOT","AGRWTH","M","2010-02",1.524151,
"LUX","CPI","TOT","AGRWTH","M","2010-03",2.279106,
"LUX","CPI","TOT","AGRWTH","M","2010-04",2.318029,
"LUX","CPI","TOT","AGRWTH","M","2010-05",2.416648,
"LUX","CPI","TOT","AGRWTH","M","2010-06",1.892464,
"LUX","CPI","TOT","AGRWTH","M","2010-07",2.471077,
"LUX","CPI","TOT","AGRWTH","M","2010-08",2.228381,
"LUX","CPI","TOT","AGRWTH","M","2010-09",2.375139,
"LUX","CPI","TOT","AGRWTH","M","2010-10",2.577205,
"LUX","CPI","TOT","AGRWTH","M","2010-11",2.312459,
"LUX","CPI","TOT","AGRWTH","M","2010-12",2.769776,
"LUX","CPI","TOT","AGRWTH","M","2011-01",3.161305,
"LUX","CPI","TOT","AGRWTH","M","2011-02",3.565515,
"LUX","CPI","TOT","AGRWTH","M","2011-03",3.732162,
"LUX","CPI","TOT","AGRWTH","M","2011-04",3.732078,
"LUX","CPI","TOT","AGRWTH","M","2011-05",3.594057,
"LUX","CPI","TOT","AGRWTH","M","2011-06",3.517972,
"LUX","CPI","TOT","AGRWTH","M","2011-07",2.904746,
"LUX","CPI","TOT","AGRWTH","M","2011-08",3.264288,
"LUX","CPI","TOT","AGRWTH","M","2011-09",3.339115,
"LUX","CPI","TOT","AGRWTH","M","2011-10",3.378817,
"LUX","CPI","TOT","AGRWTH","M","2011-11",3.557911,
"LUX","CPI","TOT","AGRWTH","M","2011-12",3.18025,
"LUX","CPI","TOT","AGRWTH","M","2012-01",2.934488,
"LUX","CPI","TOT","AGRWTH","M","2012-02",3.037732,
"LUX","CPI","TOT","AGRWTH","M","2012-03",2.645503,
"LUX","CPI","TOT","AGRWTH","M","2012-04",2.67989,
"LUX","CPI","TOT","AGRWTH","M","2012-05",2.478119,
"LUX","CPI","TOT","AGRWTH","M","2012-06",2.490765,
"LUX","CPI","TOT","AGRWTH","M","2012-07",2.47124,
"LUX","CPI","TOT","AGRWTH","M","2012-08",2.583491,
"LUX","CPI","TOT","AGRWTH","M","2012-09",2.916492,
"LUX","CPI","TOT","AGRWTH","M","2012-10",2.901739,
"LUX","CPI","TOT","AGRWTH","M","2012-11",2.506266,
"LUX","CPI","TOT","AGRWTH","M","2012-12",2.319507,
"LUX","CPI","TOT","AGRWTH","M","2013-01",2.093415,
"LUX","CPI","TOT","AGRWTH","M","2013-02",2.306817,
"LUX","CPI","TOT","AGRWTH","M","2013-03",1.969072,
"LUX","CPI","TOT","AGRWTH","M","2013-04",1.726264,
"LUX","CPI","TOT","AGRWTH","M","2013-05",1.646429,
"LUX","CPI","TOT","AGRWTH","M","2013-06",2.05952,
"LUX","CPI","TOT","AGRWTH","M","2013-07",1.839917,
"LUX","CPI","TOT","AGRWTH","M","2013-08",1.760852,
"LUX","CPI","TOT","AGRWTH","M","2013-09",1.498471,
"LUX","CPI","TOT","AGRWTH","M","2013-10",1.160542,
"LUX","CPI","TOT","AGRWTH","M","2013-11",1.232681,
"LUX","CPI","TOT","AGRWTH","M","2013-12",1.541918,
"LUX","CPI","TOT","AGRWTH","M","2014-01",1.535291,
"LUX","CPI","TOT","AGRWTH","M","2014-02",0.859454,
"LUX","CPI","TOT","AGRWTH","M","2014-03",0.8391467,
"LUX","CPI","TOT","AGRWTH","M","2014-04",0.7777778,
"LUX","CPI","TOT","AGRWTH","M","2014-05",1.032598,
"LUX","CPI","TOT","AGRWTH","M","2014-06",0.8576329,
"LUX","CPI","TOT","AGRWTH","M","2014-07",0.990099,
"LUX","CPI","TOT","AGRWTH","M","2014-08",0.5935614,
"LUX","CPI","TOT","AGRWTH","M","2014-09",0.3314251,
"LUX","CPI","TOT","AGRWTH","M","2014-10",0.301902,
"LUX","CPI","TOT","AGRWTH","M","2014-11",0.07044379,
"LUX","CPI","TOT","AGRWTH","M","2014-12",-0.6134352,
"LUX","CPI","TOT","AGRWTH","M","2015-01",-0.3551857,
"LUX","CPI","TOT","AGRWTH","M","2015-02",0.09022556,
"MEX","CPI","TOT","AGRWTH","M","1993-01",11.31898,
"MEX","CPI","TOT","AGRWTH","M","1993-02",10.91434,
"MEX","CPI","TOT","AGRWTH","M","1993-03",10.43682,
"MEX","CPI","TOT","AGRWTH","M","1993-04",10.09226,
"MEX","CPI","TOT","AGRWTH","M","1993-05",9.996329,
"MEX","CPI","TOT","AGRWTH","M","1993-06",9.869637,
"MEX","CPI","TOT","AGRWTH","M","1993-07",9.704931,
"MEX","CPI","TOT","AGRWTH","M","1993-08",9.61867,
"MEX","CPI","TOT","AGRWTH","M","1993-09",9.478212,
"MEX","CPI","TOT","AGRWTH","M","1993-10",9.140077,
"MEX","CPI","TOT","AGRWTH","M","1993-11",8.71817,
"MEX","CPI","TOT","AGRWTH","M","1993-12",8.009185,
"MEX","CPI","TOT","AGRWTH","M","1994-01",7.498122,
"MEX","CPI","TOT","AGRWTH","M","1994-02",7.175373,
"MEX","CPI","TOT","AGRWTH","M","1994-03",7.102279,
"MEX","CPI","TOT","AGRWTH","M","1994-04",7.009726,
"MEX","CPI","TOT","AGRWTH","M","1994-05",6.915598,
"MEX","CPI","TOT","AGRWTH","M","1994-06",6.851273,
"MEX","CPI","TOT","AGRWTH","M","1994-07",6.811858,
"MEX","CPI","TOT","AGRWTH","M","1994-08",6.738403,
"MEX","CPI","TOT","AGRWTH","M","1994-09",6.707227,
"MEX","CPI","TOT","AGRWTH","M","1994-10",6.830488,
"MEX","CPI","TOT","AGRWTH","M","1994-11",6.929957,
"MEX","CPI","TOT","AGRWTH","M","1994-12",7.051547,
"MEX","CPI","TOT","AGRWTH","M","1995-01",10.22636,
"MEX","CPI","TOT","AGRWTH","M","1995-02",14.31012,
"MEX","CPI","TOT","AGRWTH","M","1995-03",20.42959,
"MEX","CPI","TOT","AGRWTH","M","1995-04",29.39214,
"MEX","CPI","TOT","AGRWTH","M","1995-05",34.15203,
"MEX","CPI","TOT","AGRWTH","M","1995-06",37.72054,
"MEX","CPI","TOT","AGRWTH","M","1995-07",39.90764,
"MEX","CPI","TOT","AGRWTH","M","1995-08",41.56846,
"MEX","CPI","TOT","AGRWTH","M","1995-09",43.47643,
"MEX","CPI","TOT","AGRWTH","M","1995-10",45.66387,
"MEX","CPI","TOT","AGRWTH","M","1995-11",48.46203,
"MEX","CPI","TOT","AGRWTH","M","1995-12",51.9661,
"MEX","CPI","TOT","AGRWTH","M","1996-01",51.71859,
"MEX","CPI","TOT","AGRWTH","M","1996-02",48.9469,
"MEX","CPI","TOT","AGRWTH","M","1996-03",43.75148,
"MEX","CPI","TOT","AGRWTH","M","1996-04",36.92714,
"MEX","CPI","TOT","AGRWTH","M","1996-05",33.82946,
"MEX","CPI","TOT","AGRWTH","M","1996-06",31.82491,
"MEX","CPI","TOT","AGRWTH","M","1996-07",31.02771,
"MEX","CPI","TOT","AGRWTH","M","1996-08",30.60293,
"MEX","CPI","TOT","AGRWTH","M","1996-09",30.002,
"MEX","CPI","TOT","AGRWTH","M","1996-10",28.97099,
"MEX","CPI","TOT","AGRWTH","M","1996-11",27.77434,
"MEX","CPI","TOT","AGRWTH","M","1996-12",27.70481,
"MEX","CPI","TOT","AGRWTH","M","1997-01",26.4432,
"MEX","CPI","TOT","AGRWTH","M","1997-02",25.63571,
"MEX","CPI","TOT","AGRWTH","M","1997-03",24.45945,
"MEX","CPI","TOT","AGRWTH","M","1997-04",22.32663,
"MEX","CPI","TOT","AGRWTH","M","1997-05",21.23326,
"MEX","CPI","TOT","AGRWTH","M","1997-06",20.34919,
"MEX","CPI","TOT","AGRWTH","M","1997-07",19.69614,
"MEX","CPI","TOT","AGRWTH","M","1997-08",19.17641,
"MEX","CPI","TOT","AGRWTH","M","1997-09",18.76188,
"MEX","CPI","TOT","AGRWTH","M","1997-10",18.23519,
"MEX","CPI","TOT","AGRWTH","M","1997-11",17.77351,
"MEX","CPI","TOT","AGRWTH","M","1997-12",15.71851,
"MEX","CPI","TOT","AGRWTH","M","1998-01",15.27189,
"MEX","CPI","TOT","AGRWTH","M","1998-02",15.35156,
"MEX","CPI","TOT","AGRWTH","M","1998-03",15.26825,
"MEX","CPI","TOT","AGRWTH","M","1998-04",15.10319,
"MEX","CPI","TOT","AGRWTH","M","1998-05",14.97076,
"MEX","CPI","TOT","AGRWTH","M","1998-06",15.30661,
"MEX","CPI","TOT","AGRWTH","M","1998-07",15.41298,
"MEX","CPI","TOT","AGRWTH","M","1998-08",15.49556,
"MEX","CPI","TOT","AGRWTH","M","1998-09",15.92492,
"MEX","CPI","TOT","AGRWTH","M","1998-10",16.65384,
"MEX","CPI","TOT","AGRWTH","M","1998-11",17.40627,
"MEX","CPI","TOT","AGRWTH","M","1998-12",18.60914,
"MEX","CPI","TOT","AGRWTH","M","1999-01",19.015,
"MEX","CPI","TOT","AGRWTH","M","1999-02",18.53915,
"MEX","CPI","TOT","AGRWTH","M","1999-03",18.25521,
"MEX","CPI","TOT","AGRWTH","M","1999-04",18.23425,
"MEX","CPI","TOT","AGRWTH","M","1999-05",18.00553,
"MEX","CPI","TOT","AGRWTH","M","1999-06",17.39333,
"MEX","CPI","TOT","AGRWTH","M","1999-07",17.04063,
"MEX","CPI","TOT","AGRWTH","M","1999-08",16.57869,
"MEX","CPI","TOT","AGRWTH","M","1999-09",15.82657,
"MEX","CPI","TOT","AGRWTH","M","1999-10",14.91348,
"MEX","CPI","TOT","AGRWTH","M","1999-11",13.91799,
"MEX","CPI","TOT","AGRWTH","M","1999-12",12.31866,
"MEX","CPI","TOT","AGRWTH","M","2000-01",11.02319,
